   0.62528	  -0.21276	 360.76868	   2.45295	   1.68044	  -0.41455	 137.97375	   0.57767	90	42	90
   0.55670	  -0.18756	  43.54641	   3.02838	   1.50836	  -0.36019	 167.41582	   0.34844	90	43	90
   0.47783	  -0.17253	 288.31970	   0.79773	   1.66106	  -0.53788	 167.47798	   0.22114	61	33	86
   0.60642	  -0.20440	 120.75430	   0.53539	   1.19813	  -0.20880	 167.09787	   0.74242	85	43	85
   0.49004	  -0.16686	 197.39201	  -0.78914	   1.15069	  -0.26289	 166.20457	   0.85715	57	42	83
   0.64936	  -0.20837	 260.73349	   1.61920	   0.44985	   0.19621	 165.98308	   1.01863	89	53	89
   0.41664	  -0.12589	 335.54865	   2.08604	  -0.19747	   0.39142	 166.84189	   0.64346	83	67	83
   0.03491	  -0.00000	 364.00000	  -0.00000	   0.28767	  -0.06102	 199.50000	  -0.00000	29	23	79
   0.61965	  -0.21686	  49.73567	  -1.71054	   1.78716	  -0.50494	 197.55684	   0.70997	86	37	86
   0.73019	  -0.24848	 109.98247	  -2.99449	   1.77752	  -0.40480	 198.67877	   0.72833	88	42	88
   0.68911	  -0.22752	 247.52975	   5.67327	   1.16808	  -0.11590	 197.85950	   0.70426	88	47	88
   0.45251	  -0.13098	 323.45096	   3.19631	  -0.33710	   0.52013	 197.68086	   0.74871	72	47	82
   0.82920	  -0.27585	 175.95241	   2.75168	   1.48237	  -0.18903	 197.34599	   1.18932	75	46	86
   0.13994	  -0.02306	 254.05141	   3.10569	  -1.11058	   0.70542	 229.56253	   0.53582	90	90	90
   1.09789	  -0.37193	 186.00662	  -6.23980	   2.07318	  -0.35573	 230.03938	   1.21756	89	43	89
   0.90010	  -0.29437	 219.84119	   3.20814	   1.09285	   0.03000	 229.30634	   1.30653	94	49	94
   0.82512	  -0.27641	 310.85339	   2.06968	   1.50700	  -0.21624	 230.51454	   0.89658	85	44	85
   0.02532	   0.00371	 148.45453	   0.14921	   0.13416	  -0.00001	 254.50000	  -0.00000	27	22	78
   0.51960	  -0.17999	  58.71483	   1.61728	   1.16410	  -0.26959	 253.88652	   0.34139	64	39	82
   0.44009	  -0.14130	 103.47915	   3.91182	   0.54942	   0.03635	 252.82913	   0.68239	82	53	82
   0.84502	  -0.29992	 195.92831	   0.91927	   2.54547	  -0.76245	 253.36115	   0.48971	70	35	86
   0.03689	   0.02455	 305.44476	   2.53998	  -2.18779	   1.20501	 253.81485	   0.44675	86	3	86
   0.59406	  -0.18933	 261.23532	   0.00978	   0.65699	   0.09434	 253.69179	   0.60268	93	54	93
   1.22539	  -0.49931	 375.19696	  -2.11906	   6.01834	  -2.48020	 255.08263	   0.33865	35	20	79
   0.41294	  -0.13464	  39.23787	  -0.39869	   0.90280	  -0.13752	 293.86740	   0.13764	83	50	83
   0.64222	  -0.21092	 107.82574	  -2.93787	   0.79288	   0.02665	 290.77890	   1.29067	81	48	81
   0.79240	  -0.26866	 185.26595	  -0.49287	   1.27402	  -0.15702	 291.64948	   0.95210	83	42	83
   0.43121	  -0.12768	 311.44617	   5.06456	  -0.51760	   0.55594	 293.66309	   0.43088	82	73	82
   0.82660	  -0.28371	 249.24457	   6.34217	   1.82995	  -0.40420	 292.07645	   1.12440	86	40	86
   0.55971	  -0.18449	 130.79541	   0.34068	   0.59609	   0.05197	 326.94699	   0.79508	65	47	81
   0.53213	  -0.16596	 268.78860	   0.41341	   0.11457	   0.30137	 327.05911	   0.73891	85	59	85
   0.64056	  -0.21583	  53.00952	   0.27947	   1.31361	  -0.22943	 326.72214	   0.92038	83	43	83
   0.81382	  -0.26964	 203.78877	  -0.49509	   1.22899	  -0.08035	 326.80365	   1.13417	82	46	82
   0.72639	  -0.25183	 323.53195	   1.91912	   1.58535	  -0.35418	 326.56570	   0.92454	79	39	79
   0.26211	  -0.08813	  99.58338	   3.85721	   0.40583	  -0.03482	 367.09763	   0.32496	51	44	79
   0.52939	  -0.16848	 226.74425	  -0.41321	   0.37134	   0.16939	 365.46527	   0.80697	86	55	86
   0.59713	  -0.20064	  70.76924	   0.81761	   1.01416	  -0.12183	 365.60672	   0.99593	82	44	82
   0.71276	  -0.24483	 154.56387	  -0.04787	   1.32619	  -0.24230	 366.88242	   0.64561	81	40	81
   0.72847	  -0.23849	 299.92706	  -1.49348	   0.78573	   0.07450	 365.30298	   1.23775	69	49	85
   0.51522	  -0.17472	 371.70929	  -0.69761	   1.00839	  -0.17935	 367.87445	   0.36120	71	42	81
  -0.05738	   0.05307	 184.22064	  -1.18575	  -1.95407	   1.02998	 407.72165	   0.45813	79	1	79
   0.68274	  -0.23511	  82.73319	   1.25527	   1.28222	  -0.23360	 408.39706	   0.55516	81	40	81
   0.55772	  -0.18034	 298.58969	   2.39672	   0.34281	   0.18082	 407.64987	   0.64886	86	51	86
   0.68186	  -0.22988	   7.37206	   2.48894	   1.04387	  -0.09303	 408.63373	   0.74232	77	43	77
   0.81942	  -0.28372	 151.47754	  -2.18450	   1.47039	  -0.26697	 407.24176	   1.11568	79	39	79
   0.64885	  -0.20592	 227.81435	   2.74862	   0.07559	   0.37440	 408.22287	   0.83723	83	55	83
